,Open,High,Low,Close,Volume,return_1d,return_lag1,return_lag2,return_lag3,return_lag4,return_lag5,return_5d,return_10d,ma5_ratio,ma10_ratio,ma20_ratio,ma50_ratio,ma_cross_5_20,vol_5d,vol_10d,vol_20d,rsi_14,macd,macd_hist,bb_position,hl_range,co_change,vol_change,vol_ma_ratio,dayofweek,target
2015-03-01 00:00:00+00:00,253.45,260.25,245.0,258.34,9678.179,0.019213319,0.0027296543,0.06730282,-0.0047485232,-0.006595731,-0.0004172325,0.07843876,0.07377696,0.04219782802204608,0.056177651459385025,0.07732789755606939,0.10635745134161634,0.03370767870500724,0.03065368945216774,0.026511396322137185,0.0373973293156334,68.07832537638023,0.014282088463484414,0.00908863083013695,0.8556004800615695,0.059030734,0.019293744,0.72006714,-0.12074307391112038,6,1
2015-03-02 00:00:00+00:00,258.34,277.0,255.61,274.93,18015.26,0.06421769,0.019213319,0.0027296543,0.06730282,-0.0047485232,-0.006595731,0.15531361,0.11996901,0.0770080378227076,0.11063081350919135,0.13362675454251094,0.17654456966391185,0.05257037527246733,0.03402023124051054,0.0319539779642395,0.03929649342295967,75.63400211837998,0.021135810443342395,0.013004591724338396,1.302322869285916,0.07780162,0.06421769,0.86143076,0.557893882212567,0,1
2015-03-03 00:00:00+00:00,274.93,284.95,265.89,281.0,20977.32,0.022078395,0.06421769,0.019213319,0.0027296543,0.06730282,-0.0047485232,0.18645501,0.14502263,0.0639748066588739,0.11906270273217978,0.14416010950963876,0.20112470246286063,0.07536391120252661,0.028959667026347526,0.031793030679944836,0.03917692481218409,74.34934687504926,0.02808113772105266,0.016100452090405275,1.2676458441028402,0.06782917,0.022078374,0.16441953,0.7366902909862969,1,0
2015-03-04 00:00:00+00:00,281.03,283.88,264.94,270.78,14313.167,-0.0363701,0.022078395,0.06421769,0.019213319,0.0027296543,0.06730282,0.07120812,0.14494717,0.011490306464639222,0.06383898488715589,0.09192528891104912,0.15312384210991037,0.07952125881220384,0.036323973263400464,0.03180421306036094,0.040698461471453264,71.57432960248713,0.0318161655055984,0.015506635994437327,0.8151356322555714,0.06994609,-0.036472976,-0.31768376,0.1499905067042535,2,1
2015-03-05 00:00:00+00:00,270.72,280.5,262.2,273.09,11428.339,0.008530855,-0.0363701,0.022078395,0.06421769,0.019213319,0.0027296543,0.07740557,0.13953686,0.005382359435704087,0.05900144625806547,0.09328491346347145,0.1529760948316783,0.08743196377257378,0.03594978207701433,0.031852831098755745,0.03879668220406803,71.23628114621998,0.03394050091480243,0.014215143592158572,0.7874291548297965,0.067010835,0.0087544145,-0.20155066,-0.04342382535029832,3,0
2015-03-06 00:00:00+00:00,273.46,276.46,269.0,272.68,6853.28,-0.0015013218,0.008530855,-0.0363701,0.022078395,0.06421769,0.019213319,0.055508256,0.1383009,-0.006615773795653257,0.04399894080910327,0.08822576574979024,0.14527828524850173,0.09547316843133968,0.03660735636601498,0.03190761397889847,0.03438287567545925,68.87840052969437,0.03536225793222322,0.012485793132651229,0.708903835891943,0.027358044,-0.0028523323,-0.40032583,-0.3934375091571194,4,1
2015-03-07 00:00:00+00:00,272.61,279.48,270.0,276.71,5716.655,0.01477921,-0.0015013218,0.008530855,-0.0363701,0.022078395,0.06421769,0.0064743757,0.16279364,0.006759985859754902,0.04394441734644028,0.0953302470827948,0.15553804311093966,0.08797554776414995,0.022871340817339415,0.03111909509294671,0.02772120635058684,70.59209723221628,0.03667021035970137,0.011301534348616917,0.7426744284047724,0.034259737,0.015039824,-0.16585124,-0.4354325104104363,5,0
2015-03-08 00:00:00+00:00,276.71,277.57,271.12,275.0,4430.691,-0.00617975,0.01477921,-0.0015013218,0.008530855,-0.0363701,0.022078395,-0.021352291,0.16112149,0.004925979604882835,0.022768702705658672,0.07994754466878229,0.1412190113136127,0.07465382185999081,0.019801446924857087,0.031226305493740614,0.02777810133489471,77.97965612715896,0.03741883585795501,0.009513930876171063,0.6217348277734418,0.02345459,-0.0061797244,-0.22495043,-0.5445198697422065,6,1
2015-03-09 00:00:00+00:00,275.0,289.0,274.17,287.12,11996.318,0.044072747,-0.00617975,0.01477921,-0.0015013218,0.008530855,-0.0363701,0.06034422,0.13584936,0.036833743246613704,0.05437879656324229,0.11822964361587518,0.18411815563866019,0.078504293383034,0.019755956675621727,0.027595731441591217,0.027875063740539618,80.51948561569037,0.039188902078571286,0.009969541834232366,0.8570918830645544,0.051650833,0.04407271,1.7075503,0.24040951438182545,0,1
2015-03-10 00:00:00+00:00,287.12,296.8,283.96,290.0,13129.061,0.010030627,0.044072747,-0.00617975,0.01477921,-0.0015013218,0.008530855,0.061921,0.14411962,0.03459841276190523,0.05085791259165706,0.11798824798902952,0.18877307095532547,0.08060116292321728,0.01970256217488308,0.02738497717636016,0.026373703675748317,81.31594974355575,0.04174804284551685,0.010255089253842626,0.8242571723560987,0.04427585,0.010030666,0.09442413,0.355381852333311,1,1
2015-03-11 00:00:00+00:00,290.0,296.79,285.83,296.54,6737.503,0.022551775,0.010030627,0.044072747,-0.00617975,0.01477921,-0.0015013218,0.08750188,0.1478672,0.04022116910262885,0.05988530883547183,0.13100327423334335,0.20708215398588714,0.08727192622798663,0.018402090612379813,0.027477315459839488,0.026506897359157417,84.24745680929853,0.04438037019287692,0.010865579546988817,0.8691387713972253,0.036959674,0.022551754,-0.48682523,-0.29731833159752186,2,0
2015-03-12 00:00:00+00:00,296.29,297.95,289.0,295.31,7880.674,-0.004147887,0.022551775,0.010030627,0.044072747,-0.00617975,0.01477921,0.06721842,0.07412803,0.022562786307695593,0.04785627718528307,0.11570989261959364,0.19544281398988872,0.09109182101984858,0.020779374314765908,0.021513276722927077,0.02661053496047291,84.14904239130009,0.04652041972107131,0.010292827906004174,0.7411102910050371,0.030307176,-0.0033076073,0.16967273,-0.1717780279704484,3,0
2015-03-13 00:00:00+00:00,295.66,295.66,282.99,283.25,9610.55,-0.04083842,-0.004147887,0.022551775,0.010030627,0.044072747,-0.00617975,0.029999971,0.008007169,-0.024768975217575595,0.004261692908471559,0.06255076671772941,0.14207631553087485,0.08953749390282795,0.03176476635363264,0.025558366712020563,0.02885489271667181,68.640644270683,0.04614900970576436,0.0067031581957890185,0.40596356801139677,0.04473085,-0.0419739,0.21950865,-0.023971578313332964,4,0
